predicted,テキスト
0.942747653,完成おめでとうございます発売楽しみですラーメンは豚骨とかが人気が多いですがそこを味噌でくるところがたまらないしかもニンニクいり最高楽しみにしてますあちこちのセブン巡りしよ
0.942563176,これは招き猫キンがでるまで食べたいと思います自分もラーメン大好きなので
0.942549109,今日発売なのか売り切れてそうだけど絶対食べたいなこれを食べるために頑張って生きますっっ?-?
0.942499161,おめでとうございます海外にいるので今直ぐ食べれませんが帰国したら食べたいですどんな味か楽しみ
0.942466736,人生が変わるときもラーメンを食べてたはエモすぎる
0.94245261,マジですげぇわ休んでも休まなくて準備して一刻でも早くみんなに知らせれるよう努力してるとことか本当に美味しそうなのが伝わってるくる
0.942387819,すごいおめでとうございます絶対買って食べる美味しそうかっこいい大好き
0.942235291,小麦アレルギーだからご飯あるの嬉しいお母さんにラーメン食べてもらおうヒカチャンよかったね
0.942209601,美味しそう自分の作品にこんなに自信もてるのかっこいい早く食べたいなあ
0.942130506,発表するまで0分もかからないの流石ヒカキンって感じして好き
0.942064941,私もバイトしてた頃社会人になってからもお世話になってますカップ飯もあるの有難い贔屓します
0.942055404,みんな恋人作ればリア充とか金持ちが自由とか言ってるけどヒカキンみたいな好きなことを本当に頑張れて嬉しさに溢れてる人が真のリア充だと思う
0.942024231,何にでも真摯な姿勢を崩さないんですよねそういう所が大好きです家族の分も買ってみんなで食べたいです
0.941996634,これあれだねスーパーでも発売して欲しいくらい食べたいです僕も小さい時から0年生まれなんですけど味噌ラーメンが大好きで近くに札幌ラーメンがあって毎日のように言っていますそれぐらい味噌ラーメンが大好きです
0.941897869,コンビニで買えるのは嬉しいヒカキンさんの本気のラーメン絶対食べる
0.941889346,別にヒカキンさんファンではないけどこの人の努力凄いと思うあと普通にラーメンうまそう
0.941784024,内容ちゃんと見る前はラーメンとカップめしならラーメンがいいかなって思ってたけどこのカップめしめちゃくちゃ美味しそうやな発売日に買いに行こう笑
0.941606045,白味噌も入ったベースのニンニクのパンチあるラーメンの味の意味がわかりましたニューミサ僕も大ファンですコレは試してみたい
0.941423655,こういう有名人が関わる商品って大体ちょっと口出すくらいで後は全部任せるって感じの印象だったけどヒカキンはめちゃくちゃ従事しててやっぱこの人違うなって思ったわ
0.941389978,お店を出すのではなく全国民が気軽に手に出来るようにセブンで販売するところがヒカキンらしくて心暖まるね夢に向かって努力して実現したヒカキンを誇らしく尊敬する
0.94125998,夢を叶えるためにyoutube活動で忙しい中でもこだわり抜いて商品開発をしてたというヒカキンさんの裏側を見てると本当に勇気を貰える
0.941134572,hikakinさんの投稿全然見ないんだけどヨダレ出そうになっためっちゃ美味しそう遅
0.940952599,この機会で思ったけどヒカキンさんが存在してないどyoutubeがつまらなくなったヒカキンさんが活動休止してから少し寂しく感じた事があった私はヒカキンさんを0年前くらいからしか見てないけど本当にいい人なのは分かる誰よりも長生きして欲しいヒカキンさんにどれだけ救われたか本当にありがとうございます
0.94085604,おめでとうございます絶対に買って食べたいと思います本当に美味しそう急上昇ランキング0位素晴らしいです
0.94068253,いろんな意見があると思うけど自分はヒカキンさんが心を込めて作ったんだって信じてる
0.940668106,体質がらラーメン小麦粉が食べられませんがメシも出してくれたなんて心から応援いたします
0.94059968,美味しそうやばあ夜の0時食テロすぎぜったいたべる
0.940572083,なんかhikakinさんはyoutuberで成功してるからとかそういう妬み全くない努力が実った人だなぁって見れる
0.940498054,濃厚味噌ラーメンが税込で0円なのなぜかひかきんの優しさ詰まってるような感じがしてすき
0.940491617,最近のヒカキンあるあるかもしれないけど後付けの夢っぽくてなんかねって感じここまでやる熱量とかは尊敬してます
0.940478325,夢実現おめでとうございます味噌ラーメン大好きなんです絶対食べます
0.940338373,ヒカキンは本当に充実してるなぁそうに決まってる
0.940261722,監修って名前だけ貸して開発とかはほぼ任せっきりな人もいる中こんな0から0まで全部本気で本人が携わってるのすごいな
0.940091312,0品目はノリが完全に某j熱大陸みたいで面白い脳内で葉加瀬太郎のバイオリンが聞こえてくる笑これで0分やって欲しかった
0.93990618,何度も繰り返し観ています観ているだけで気持ちが幸せになるhikakinさんありがとう
0.939774513,このコメント残念だわまずそうとか言ってる奴は絶対買うなよヒカキンさんの努力の何も知らない奴が語ってんじゃねーよ
0.939595699,おめでとうございますヒカキンさんの熱い想いがめちゃくちゃ伝わってきて感動しましたセブンさんに並ぶのを楽しみにしています
0.939562082,味噌ラーメン好きとしてとても気になる絶対買う味噌派閥にも嗜好が違う事があるからhikakinさんがどんな味が好きなのか楽しみ
0.93951261,商品紹介を主にやってたyoutuberがこうして今自分の商品を紹介してるのほんと感慨深い
0.93951261,商品紹介を主にやってたyoutuberがこうして今自分の商品を紹介してるのほんと感慨深い
0.939479709,故郷のラーメン屋さんのくだりは涙出るね具材や調味料だけじゃない背景や思い出が何よりの美味しさに繋がる隠し味
0.939453423,hikakinさんのラーメンに対する本気が伝わりました発売が本当に楽しみです
0.939449906,嬉しいそうに紹介してるhikakinさん見てるとこっちまで嬉しくなります発売日絶対買います
0.939361632,ヒカキーンおめでとうこれからも応援してるラーメン買えなかったけど次hikakinプレミアムの商品は絶対買ってやるー頑張ってください
0.939289749,先日本当に生きているのが辛くなったんですが今日hikakinさんの夢が叶った姿を拝見して凄く元気をもらいましたいつも視聴者を気づかってくださる姿努力し続ける姿尊敬していますどうぞこれからも無理はなさらず楽しさを追い求めて活動してくださいいつもありがとうございます
0.939244092,味噌ってのがいいですね食べてみます次あれば豚骨も期待してます
0.939074993,ラーメンの中では味噌が0番好きだから地元でも売られるようになったら絶対買う
0.939019263,売り切れてました店員さんに聞いたら製造はもうないって言ってたので食べられないかも
0.938909531,お店に行かなきゃ食べれないとかじゃなくてコンビニで買えるっていうのに優しさ感じる
0.938789964,0日まで待ちきれない私もラーメン大好きです本当にすごい行動力だよhikakinさんおめでとう
0.938716292,ヒカキンさんのガチファンだから泣くくらい嬉しい一生買う
0.938683271,是非食べてみたいですhikakinさんがラーメン好きとは嬉しい
0.938644588,ヒカキンは今回夢を叶えたけどヒカキン自身もまた色んな人の夢になってるんだよね素敵な世界だ
0.9385162,hikakinの夢って俺らに想像できんよなどんな凄い事なんやろ本当に楽しみすぎる
0.938493788,まあ味の好みとかって人それぞれだけどさこれを食べてあおるやつの気持ちがわからないんよねただただ妬みでしょって思ってしまう
0.938470244,今日初めて食べたなんかカップでいける味噌ラーメンの限界に挑戦してるといえる味だったこれはリピーターいるワケだ
0.938449502,この人のこだわりましたほど説得力のあるものは無いよねめちゃくちゃ楽しみ
0.938405573,味噌ラーメン味のカップ飯は売ってないからめちゃくちゃ嬉しいです絶対買います
0.938357174,hikakinさん売り切れてました食べてみたいので再販お願いいたします笑
0.938353419,まってまさかのみそめし美味しそうすぎるヒカキンのことだから本当にこだわって作ってくれてるはず絶対食べまーす
0.938234806,両方買いましたカップ飯美味しすぎてリピート確定です明日はラーメンの方も食べてみます
0.938214302,くそー食べたいのに近くにセブンがないあったとしても二時間かかる
0.938062787,同い年で一番尊敬と安心感がある人柄ですラーメン発売おめでとうございます当日買いに行きます
0.938041627,0月0日孫とパパは0の店を探し回りましたしかしみそキンラーメンはありませんでした販売は終了したんと違うかなとパパの言葉ラーメンはもう食べれないのでしょうか
0.937992036,これだけ魂込めて完成させたラーメン本当に凄いです発売日に近所のセブンイレブンにも並ぶかな田舎だから地域差ありそうですよね見付けたら絶対食べます楽しみです
0.937911868,増産お願いしますまだ食べられてないです味の好みは人によって違うのでネットでまずいとか言ってるのは気にしないでいろいろ作ってほしい食べられる日を楽しみにしています
0.937901914,こうゆう有名人の商品ってぼったくり多いけどヒカキンさんはちゃんと商品として出すのは尊敬
0.937875569,初コメどのyoutuberが食レポしてくれるんだろう忖度なしで私的にはサッポロ0番味噌ラーメンを越えるかどうか
0.937835932,まずyoutubeを0年間休まずにやってるのだけでも凄いのにyoutubeをやりながら他の夢を実現させるためにも全力を注いで頑張るヒカキンさん本当に尊敬します
0.937819064,発売おめでとうございます早速購入させていただきましたところ息子が当たりマークを出しました大きなご利益がありそうです
0.937766373,今日誕生日だったからなんか嬉しいです??hikakinさんおめでとうございますそしていつもお疲れ様です??最初は売れすぎて中買えないと思いますが買える機会があれば買わせていただきますこれからもご無理なさらずに頑張ってください
0.93762511,hikakinさんの真剣さがこっちにまで伝わってきて感動しました元スーパー店員で僕の人生の諦めない部分をhikakinさんが救ってくれましたありがとうございます
0.937621176,0年ほど見続けていたのですが初めてコメントしますヒカキンさんがラーメンを作ったという報告が何故かめちゃくちゃ嬉しくて幸せで発売日に絶対食べたいです幸せそうに食べるヒカキンさんを見て笑いながら泣きそうでした
0.937608778,そんなにラーメン好きで救われる人がいるんですね私もラーメン屋さんで働いてるけどもっとラーメン屋さんで働いてる事に自信をもって働こうと思います
0.937544048,つよぽん絶対に0月0日買ってみようかな超美味しそうだね
0.937423468,感動するなぁヒカキンさんの夢が叶ったの本当に嬉しいなおめでとうございます
0.937402427,最近買って食べてみました味噌もしょっぱ過ぎず麺はソフト具もシャキシャキしてて文句なかったです一応言っておきます食ってみな飛ぶぞ長州力風失礼しました
0.937249899,みんなと苦しい気持ちとか頑張ろうという気持ちとかを共有したいっていうのが凄く伝わる商品ですね早速発売日に買って食べたいですそして夢を叶えられたこと本当におめでとうございます
0.937161744,カッコよすぎる絶対に買います味噌ラーメン好きなので早く食べたいです
0.937106848,食べてみましたすごい好きな味でしたー個人的にはお湯入れてから0分くらい待つのが麺がちょうどいい感じの太さになって好きでした
0.936978042,ラーメンばばあのときを思い出す本当にラーメンが好きというのが伝わります
0.936891496,味噌ラーメンは普段あまり食べませんが流石に買わずにはいられません0日セブンに走ります
0.936871827,食べました美味しかったですまた食べれることを楽しみにしてます
0.936841488,自分の予想のお店出すんじゃないかなと思ってたちょっと異なってましたただ是非とも食べたいです
0.936733365,サムネ変えるところとかさすがだなと思う常youtubeのご報告サムネには嫌気がしているので発売まであと0日たのしみー
0.936648965,おめでとうございますセブンでかえるの有り難い元気がない時に私もヒカキンラーメンでパワーもらいます?
0.936637878,自分の好きな事ラーメンで視聴者をも一緒に喜ばせれるのってhikakinさん位だと思う幸せを独り占めせず皆んなで分かち合える形に出来るhikakinさんはやっぱり凄い絶対買います頂きます
0.93663466,今日比較的のどかな地元のセブンで買おうと思ったら残念両方売り切れてました美味しそうなのでそのうち是非購入したいです
0.936572671,下積み時代ほんとうにしんどそうなのにここまで頑張って夢叶えてて尊敬します
0.936571419,なんか福くんが仮面ライダーになるって夢を叶えた時くらい勝手に感動した
0.936527371,ラーメンの無い世界なんて考えられないほんとにラーメンって多くの人を救ってると思う
0.936519921,東京の店舗だと地方民は食べに行くの大変だけどセブンだったら全国のみんなが気軽に食べられるし0時間いつでも買いに行けるからすごくありがたいですあー早く食べたい
0.936506808,すごい興味あるラーメン0年間とは凄いですねでもほんとに何もしない期間を作って欲しいです
0.936432183,ラーメン大好きなhikakinさんが作ったラーメンとか絶対に美味いやんあと手軽に買えるとか最高買うしかないわ
0.936367273,白味噌を入れることによってガツンとくる旨味が鈍くなる気がするけどどうなんだろうか早く買って食べたい
0.936293781,こんな美味しそうなのコンビニで買えちゃうのすごい早く食べたい
0.936274469,お金持ち始める献呈的な人調子にのりすぎだわでも売れるといいですね
0.93626529,hikakinさんのお陰で夢って叶うんだなーって本気で思った何かが好きなだけでこんなに頑張れるんだねまじで勇気というか希望というか貰った気がするやっぱりyoutuberの中で0番尊敬してるし0番大好きだなー???
0.936251998,ヒカキンが嬉しそうなの観てるとこっちも嬉しくなるね
0.936210036,この人はたった一週間の休みのために盛大にみんなのことを考えてるんだなこの人こそ本物の聖人だ
0.93616122,こんな素敵な人本当に居ないしもうほんと大好き頑張ってほしい
0.936049461,ファン視聴者を大事にするヒカキンさんプレゼントだとかばら撒きすぎないで欲しいな
0.936031699,好きなことで生きていく報告前は視聴者の心を昂らせ報告後は自分の夢を叶えることで視聴者を喜ばせるやっぱhikakinさんは本物のyoutuberだ
0.935880363,疲れてるからとかじゃなくて報告準備に集中するために休むといういつも視聴者思いのヒカキンさんならどんな報告でも応援できます
0.935792744,夢が叶って嬉しそうなヒカキンを見てるだけでこっちは嬉しいよよかったねーラーメンもご飯も絶対買う
0.935694158,ほんとまだ全然人気出ない頃にヒカキンを友達から勧められて観てたけどそのヒカキンがいまこうしてhikakinpremiumのラーメンが出るそして今となってはyoutube界を代表するくらいの人となってるほんとにすげーこれからも応援してます
0.935498714,今日招き猫キン当たったのでhikakinさんが言ったみたいに大事に取っています
0.935374439,店舗じゃないところがまたyoutubeの身近さを感じましたなんか泣きそうになったおめでとう
0.935358644,長年の努力が色んなところで反映されてるところが本当にすごいと思う
0.935285866,視聴者の意見どうこうじゃなくてちゃんと自分の好きなこと貫いて努力してるのかっこよすぎる
0.93516165,hikakinさんにほんとに元気貰ってますし尊敬してます0ヶ月入院してて大変ですが退院したら絶対食べますψ
0.934960485,ヒカキンの熱意というか思いが分かるまず真っ先に自分で思う通りにするヒカキンが凄くて羨ましい
0.934868753,ラーメン店にするの飲食だからインスタントより異物混入系の事件が起こりやすくなるから絶対こっちの方がいいよね
0.934857249,だからラーメンダーツとかやってたんだね好きなものを本気にできるのって本当に尊敬できる
0.934823573,これこそホントのyoutuberだと思います誰かのことを取り上げるわけでもなく自分の夢をちゃんと実行して視聴者にお届けする素晴らしいですhikakin
0.934770286,世の中の色んなものを見たり食べたりしてきた人がこれは良いと思って作ったものたち興味あるわ
0.934725523,本当にすごいひかきんは嫌味なところが全くなくてすごく好きです
0.934678614,hikakinの凄い所はラーメンとカップ飯を両方しっかり食べてるところ
0.934510112,この人は周りからすると小さな事に見えることも好きな事に諦めず取り組み続けてこうした結果を残せているから尊敬します希望の星です
0.934468448,食べましためっちゃ美味しかったですしかも当たりが出たヤッター??
0.93446672,ありがとう感動をラーメンをhikakinさんが創るラーメンやその他の料理はどのインスタントよりも美味しそう
0.934435964,泣けましたおめでとうございます0日セブン出勤なので必ず買わせていただきます出勤前に売り切れちゃいそう楽しみです
0.934422553,変なアパレル系に走る奴も多い中ラーメンで勝負を仕掛けるってのは素晴らしい
0.934409082,ヒカキンの努力って半端ないここまで努力出来る事がすごい事
0.934327006,ヒカキンのラーメンを食べれるのは嬉しすぎる泣
0.934269607,心からおめでとうを言いたいですほんとに自分の夢を次から次へと叶えていて憧れでしかないです僕も頑張ります
0.934116781,発売日から毎日セブンを巡っていますがまだ買えていません勇気を振り絞って店員さんに次いつ入荷するか聞いてみたら今後入荷予定はありませんと言われてしまいました再販されないのでしょうか食べたかったです泣
0.934084177,単純に小麦アレルギーで麺が食べられないからカップ飯あるの嬉しい
0.934081972,ヒカキンにも苦しくて辛い時代があったんですね第0部がすごくよかったですラーメンに助けられたっていう思いとみんなにも元気になってほしいっていう思いが本当に伝わってきて涙が止まりませんでした0の発売を心待ちにしてます
0.933991551,最近味噌ラーメンハマってるからマジで嬉しい
0.933984041,ヒカキンこそ努力に努力を重ねたtheyoutuberって感じまじですげぇ
0.933916807,いやー他のユーチューバーと違って金持ちしか手が出せない高い洋服とか出すよりこーやって誰もが買えて一回は食べてみたいと思うラーメンとか出すの良いね
0.933904827,これ見たらヒカキンがどれだけラーメンを愛し夢に本気だったか分かる素直におめでとう
0.933868527,買いに行くね美味しそうもし叶うならヒカキンさんが着ているtシャツプレゼントキャンペーンしてくれますか
0.933784187,私が人生で救われたのはポケットモンスターhikakinの気持ちよく分かります
0.93368125,ラーメンメシめちゃくちゃ美味しそうなので買って食べて見たいと思います夢を現実に叶えられて良かったですねおめでとうございます
0.933576405,youtubeもやってて忙しいはずなのに0年くらい努力してんのはすごいなと思った必ず食べます
0.933350146,ラーメンだけしか買えなかったけど優しい味で美味かったです
0.93332988,夢の実現おめでとうございます伝えたいことが箇条書きなのがわかりやすく誠実でラーメン屋っぽくもある
0.933325529,本当におめでとう夢を叶えられて本当に良かったね楽しみにしてます
0.933290064,お疲れさまですヒカ様の努力と笑顔が多くの人の心に自然と入って来るのがヒカ様おめでとう御座います喜んで買わせて頂き応援していきたいと思いますヒカ様の声が笑顔が私達の元気の素です本当にありがとう
0.933280885,すごすぎる夢を叶えていくのすごいよo??o?発売されたら絶対食べる人気すぎてすぐ無くなりそうで怖い
0.933249831,なんかヒカキンさんって自分の節目とかにいつも誰かの為にやる事ばかりでyoutubeを始めた頃から芯とか根本が全く変わらないんだろうなと泣きたくなる
0.933232069,突然国家転覆やぁりましょうとか言われてもヒカキンさんなら株上がりそう
0.933217883,hikakinさんが休止したと聞いてどうしたのだろうかと見に来たけどいつ見ても安心するすごいhikakinさんで安心した
0.933169186,胸が熱くなりました泣きそうです泣いてるけど感動の涙おめでとう御座いますこれからもお身体にお気をつけてください
0.933162272,個人的に何より嬉しいのはヒカクラ0が再開することなんです
0.933147311,復帰は0日か0日って言ってたけど早い方にしてくれたのはありがたすぎますご報告楽しみです追記報告見ました発売日gじゃないのと平日ってのがまたいいですね欲しすぎる
0.933115065,本気で何かに取り組み頑張っている方のその夢が叶った瞬間っていいなあ前向きな気持ちをありがとうございますまだ出会えていない早く食べたいあわよくば招き猫キンにも会いたい
0.933019459,ヒカキンさんおめでとうございますラーメンへの熱い想いが伝わってきました本当に美味しそうで今すぐ食べたいです追記沢山のグッドボタンや返信本当にありがとうございます
0.932858586,本当に尊敬する自分もヒカキンさんみたいな素晴らしい人間になるために色んなこと一生懸命頑張りたいです
0.932690382,とても美味しかったですもやしの食感すごかった
0.932675838,エビとかカニを入れずにアレルギーの人でもなるべく楽しめるように作ってるの好き
0.932632327,味噌の甘味を人工甘味料で出そうと思ったら大間違いですぞ
0.932574749,向上心あって素晴らしいラーメン旅もしてるくらいだから好きなんやね
0.932394624,偏見だけどさこういう体型の人が作ったものって美味くない
0.932318151,初期の頃から忘れられないものってめちゃくちゃいいよねぇしかもそれが実現出来るなんてロマンあるわ本当におめでとうございます
0.932272434,ヒカキンさん早く食べたいヒカキンさんの人柄が皆さんが携わってれるんでしょうね
0.932188451,ラーメンなら豚骨以外断固拒否の自分だけどなぜかこれは食べてみたいと思った
0.932151258,発売決定おめでとうございます0月0の発売日に0つとも買いますこれからも応援してます頑張ってください
0.932099462,まだ食ってないからなんとも言えないけど自分の知名度を利用してなんとなくな気持ちでラーメン作りに手出したとしか思えないしほんとにラーメン作るのが夢だったんなら自分の名前を公表せずにこっそり作って周りからの意見を忖度なしでもらって初めて嬉しいって思うんじゃないのかな知らんけど
0.932089746,僕の夢は記憶がある時に東京に行く事でしたヒカキンと共に夢を叶えられて嬉しいです
0.932050049,これは売り切れなるだろうなー買いたい名言食べ終わったら容器は綺麗に保存だほんと美味しそうで
0.93202275,味噌だからって安直にコーン放り込んでないヒカキン信用できる食べたい
0.932012498,ラーメンの味で味噌が0番好きだからめっちゃ嬉しいしかも安い買うしかないなヒカキンさんありがとうそしておめでとう
